Epochs, Classification Accuracy, Training MSE
305,0.8652291105121294,0.21498398128186516
306,0.8355795148247979,0.24786968628422268
307,0.8221024258760108,0.26823447434641046
308,0.8274932614555256,0.24718168211431052
309,0.8315363881401617,0.24899004583347747
310,0.8274932614555256,0.26484086511357713
311,0.8530997304582211,0.22755605367876877
312,0.8301886792452831,0.255641065115007
313,0.839622641509434,0.24293773443425767
314,0.7762803234501348,0.3375423354476191
315,0.8328840970350404,0.24482325999063664
316,0.8207547169811321,0.2810919383232057
317,0.8692722371967655,0.2166094485865106
318,0.8557951482479784,0.2248018246642454
319,0.8450134770889488,0.2432200958241489
320,0.8099730458221024,0.273227003637575
321,0.8315363881401617,0.2572015216487011
322,0.8328840970350404,0.259598528753112
323,0.816711590296496,0.2704930490820791
324,0.8355795148247979,0.25641677422192327
325,0.8274932614555256,0.2672597769662938
326,0.8288409703504043,0.26282252981223914
327,0.8180592991913747,0.2598859151407403
328,0.8099730458221024,0.27734872862290133
329,0.8247978436657682,0.2529256030583303
330,0.8113207547169812,0.27278858304271714
331,0.8315363881401617,0.24743832078479358
332,0.8288409703504043,0.24965020960551249
333,0.8207547169811321,0.27470223206235406
334,0.8557951482479784,0.22767551535507644
335,0.8530997304582211,0.23576827052240673
336,0.8342318059299192,0.23770374486940005
337,0.8301886792452831,0.26111856690499397
